"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA1121018","WEST BATON ROUGE WATER WORKS DISTRICT 2","Region 6","Louisiana","Community water system","13,437","-","West Baton Rouge Parish","11","13","17","Ground water","70767","PORT ALLEN"
"LA1121026","WBR DISTRICT 4 - ARBROTH","Region 6","Louisiana","Community water system","359","-","West Baton Rouge Parish","6","4","12","Ground water purchased","70767","PORT ALLEN"
"LA1121008","WBR PUBLIC UTILITIES","Region 6","Louisiana","Community water system","4,329","-","West Baton Rouge Parish","17","3","15","Ground water","70767","PORT ALLEN"
"LA1031014","SOUTH MANSFIELD WATER SYSTEM","Region 6","Louisiana","Community water system","1,050","-","De Soto Parish","10","27","13","Ground water","71052","MANSFIELD"
"LA2055093","CORNER MARKET WATER SYSTEM","Region 6","Louisiana","Transient non-community system","25","-","Lafayette Parish","4","3","10","Ground water","70518","BROUSSARD"
"LA1103182","BIG BRANCH TRAILER PARK","Region 6","Louisiana","Community water system","92","-","St. Tammany Parish","4","1","5","Ground water","70447","MADSIONVILLE"
"LA1109001","HOUMA WATER TREATMENT SERVICE AREA","Region 6","Louisiana","Community water system","31,560","-","Terrebonne Parish","22","7","27","Surface water","70361","HOUMA"
"LA1109002","SCHRIEVER WATER TREATMENT SERVICE AREA","Region 6","Louisiana","Community water system","97,152","-","Terrebonne Parish","30","8","32","Surface water","70361","HOUMA"
"LA1117023","29 PALMS TRAILER PARK","Region 6","Louisiana","Community water system","25","-","Washington Parish","4","91","11","Ground water","70426","ANGIE"
"LA1015044","SLIGO WATER SYSTEM INCORPORATED","Region 6","Louisiana","Community water system","2,709","-","Bossier Parish","10","56","19","Ground water","71019","COUSHATTA"
"LA1015024","SOUTHGATE MHP WATER SYSTEM","Region 6","Louisiana","Community water system","177","-","Bossier Parish","10","88","14","Ground water","71111","BOSSIER CITY"
"LA1115028","TOWN OF ROSEPINE WATER SYSTEM","Region 6","Louisiana","Community water system","2,055","-","Vernon Parish","12","10","19","Ground water","70659","ROSEPINE"
"LA1045002","IBERIA WATER WORKS DISTRICT 3 - COTEAU","Region 6","Louisiana","Community water system","8,190","-","Iberia Parish","18","12","31","Ground water","70560","NEW IBERIA"
"LA1061002","CHOUDRANT WATER SYSTEM","Region 6","Louisiana","Community water system","1,674","-","Lincoln Parish","17","20","18","Ground water","71227","CHOUDRANT"
"LA1005210","ST AMANT TRAILER PARK","Region 6","Louisiana","Community water system","69","-","Ascension Parish","7","6","13","Ground water","70068","LAPLACE"
"LA1065004","WALNUT BAYOU WATER ASSOCIATION","Region 6","Louisiana","Community water system","2,775","-","Madison Parish","14","19","28","Ground water","71282","TALLULAH"
"LA1019079","EAST PARK SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","102","-","Calcasieu Parish","6","19","14","Ground water","70607","LAKE CHARLES"
"LA1019076","OAK MEADOWS SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","318","-","Calcasieu Parish","7","10","14","Ground water","70607","LAKE CHARLES"
"LA1019018","GARDEN HEIGHTS WATER SYSTEM","Region 6","Louisiana","Community water system","465","-","Calcasieu Parish","9","3","16","Ground water","70607","LAKE CHARLES"
"LA1105077","TANGIPAHOA (SECOND WARD) WATER DISTRICT","Region 6","Louisiana","Community water system","4,112","-","Tangipahoa Parish","11","8","10","Ground water","70401","HAMMOND"
"LA1105005","FLUKER CHAPEL WATER WORKS","Region 6","Louisiana","Community water system","296","-","Tangipahoa Parish","7","29","10","Ground water","70401","HAMMOND"
"LA1105008","TANGIPAHOA PARISH WATER DISTRICT","Region 6","Louisiana","Community water system","59,529","-","Tangipahoa Parish","42","28","22","Ground water","70401","HAMMOND"
"LA2105124","MANCHAC","Region 6","Louisiana","Non-Transient non-community system","383","-","Tangipahoa Parish","5","2","2","Ground water","70401","HAMMOND"
"LA1113032","MAGNOLIA PLANTATION WATER SYSTEM INC","Region 6","Louisiana","Community water system","8,325","-","Vermilion Parish","13","6","21","Ground water","70511","ABBEVILLE"
"LA2101026","BAYVIEW DEVELOPMENT","Region 6","Louisiana","Non-Transient non-community system","100","-","St. Mary Parish","5","7","15","Ground water","70538","FRANKLIN"
"LA2103319","LOLLIPOP RANCH","Region 6","Louisiana","Non-Transient non-community system","38","-","St. Tammany Parish","4","3","8","Ground water","70461","SLIDELL"
"LA1073028","MCCLENDON COMMUNITY WATER WELL","Region 6","Louisiana","Community water system","336","-","Ouachita Parish","12","23","29","Ground water","71292","WEST MONROE"
"LA2103310","BAYOU INDUSTRIAL PARK","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","6","3","5","Ground water","70471","MANDEVILLE"
"LA2103312","ALICE RESTAURANT","Region 6","Louisiana","Transient non-community system","40","-","St. Tammany Parish","5","5","5","Ground water","70445","LACOMBE"
"LA1051004","W JEFFERSON WW DISTRICT 2","Region 6","Louisiana","Community water system","188,770","-","Jefferson Parish","38","3","33","Surface water","70121","JEFFERSON"
"LA1103062","GIVING HOPE RETREAT","Region 6","Louisiana","Community water system","45","-","St. Tammany Parish","5","18","9","Ground water","70113","NEW ORLEANS"
"LA2033118","EXXONMOBIL BATON ROUGE CHEMICAL PLANT","Region 6","Louisiana","Non-Transient non-community system","1,500","-","East Baton Rouge Parish","7","4","15","Ground water","70821","BATON ROUGE"
"LA1047008","GILLIS LONG CENTER","Region 6","Louisiana","Community water system","600","-","Iberville Parish","11","5","8","Ground water purchased","70721","CARVILLE"
"LA1097012","PLAISANCE WATER SYSTEM","Region 6","Louisiana","Community water system","6,324","-","St. Landry Parish","13","16","28","Ground water","70570","OPELOUSAS"
"LA1047002","INTRACOASTAL WATER SYSTEM WEST","Region 6","Louisiana","Community water system","6,501","-","Iberville Parish","19","9","41","Surface water","70765","PLAQUEMINE"
"LA1061018","SIMSBORO WATER SYSTEM","Region 6","Louisiana","Community water system","1,083","-","Lincoln Parish","11","11","31","Ground water","71275","SIMSBORO"
"LA1003011","EAST ALLEN PARISH WATER WORKS","Region 6","Louisiana","Community water system","3,042","-","Allen Parish","10","10","30","Ground water","70655","OBERLIN"
"LA2103406","RALLYS HAMBURGERS","Region 6","Louisiana","Transient non-community system","1,100","-","St. Tammany Parish","4","15","6","Ground water","33607","TAMPA"
"LA1067003","BASTROP WATER SYSTEM","Region 6","Louisiana","Community water system","18,741","-","Morehouse Parish","20","6","34","Ground water","71220","BASTROP"
"LA1017063","MEADOWWOOD ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","156","-","Caddo Parish","6","8","12","Ground water","71047","KEITHVILLE"
"LA1017072","BARRON RIDGE SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","148","-","Caddo Parish","7","0","10","Ground water","71047","KEITHVILLE"
"LA1017073","COLWORTH PLACE WATER SUPPLY","Region 6","Louisiana","Community water system","129","-","Caddo Parish","5","2","11","Ground water","71047","KEITHVILLE"
"LA1017033","SPRINGLAKE MHP WATER SYSTEM","Region 6","Louisiana","Community water system","405","-","Caddo Parish","13","23","12","Ground water","71047","KEITHVILLE"
"LA1017061","WILDWOOD FOREST SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","408","-","Caddo Parish","7","8","9","Surface water purchased","71047","KEITHVILLE"
"LA1017086","SIMPSON ACRES WATER SYSTEM","Region 6","Louisiana","Community water system","90","-","Caddo Parish","5","0","1","Ground water","71047","KEITHVILLE"
"LA1017009","DENNY DRIVE WATER SYSTEM","Region 6","Louisiana","Community water system","36","-","Caddo Parish","7","6","13","Ground water","71047","KEITHVILLE"
"LA1017012","EAGLE WATER SYSTEM","Region 6","Louisiana","Community water system","1,890","-","Caddo Parish","16","2","12","Ground water","71047","KEITHVILLE"
"LA1017018","LINDA LANE WATER SYSTEM","Region 6","Louisiana","Community water system","135","-","Caddo Parish","6","7","11","Ground water","71047","KEITHVILLE"
"LA1017081","BIG OAKS WATER SYSTEM","Region 6","Louisiana","Community water system","108","-","Caddo Parish","6","1","12","Ground water","71047","KEITHVILLE"
"LA2033065","ECO-SERVICES OPERATIONS BR PLANT","Region 6","Louisiana","Non-Transient non-community system","300","-","East Baton Rouge Parish","7","2","14","Ground water","70805","BATON ROUGE"
"LA1103006","BEAU CHENE WATER SYSTEM","Region 6","Louisiana","Community water system","4,440","-","St. Tammany Parish","13","4","8","Ground water","70471-1787","MANDEVILLE"
"LA1051001","E JEFFERSON WW DISTRICT 1","Region 6","Louisiana","Community water system","243,782","-","Jefferson Parish","27","1","34","Surface water","70121","JEFFERSON"
"LA2019016","EAGLE US 2 LLC S COMPLEX WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","1,700","-","Calcasieu Parish","21","8","13","Ground water","70602","LAKE CHARLES"
"LA2019121","EAGLE US 2 LLC FAMILY CENTER W S","Region 6","Louisiana","Transient non-community system","25","-","Calcasieu Parish","4","10","8","Ground water","70602","LAKE CHARLES"
"LA1003005","TOWN OF KINDER WATER SYSTEM","Region 6","Louisiana","Community water system","3,240","-","Allen Parish","12","3","10","Ground water purchased","70648","KINDER"
"LA1073014","FROST TOWN WATER SYSTEM","Region 6","Louisiana","Community water system","1,386","-","Ouachita Parish","13","6","25","Ground water","71234","DOWNSVILLE"
"LA1015030","RIVER POINT WATER SYSTEM","Region 6","Louisiana","Community water system","45","-","Bossier Parish","5","113","18","Ground water","71037","HAUGHTON"
"LA1119019","MCINTYRE WATER SYSTEM","Region 6","Louisiana","Community water system","450","-","Webster Parish","8","25","15","Ground water","71055","MINDEN"
"LA1103046","RESOLVE WHISPERWOOD ESTATES SD WS","Region 6","Louisiana","Community water system","5,345","-","St. Tammany Parish","9","4","8","Ground water","70458","SLIDELL"
"LA1063104","DIVERSION WATER- WATER FRONT WEST","Region 6","Louisiana","Community water system","1,275","-","Livingston Parish","29","12","12","Ground water","70769","PRAIRIEVILLE"
"LA1063029","DIVERSION WATER- OLIVIA ROSE","Region 6","Louisiana","Community water system","72","-","Livingston Parish","7","10","11","Ground water","70769","PRAIRIEVILLE"
"LA1063109","DIVERSION WATER RIVER HIGHLANDS","Region 6","Louisiana","Community water system","1,265","-","Livingston Parish","19","8","4","Ground water","70769","PRAIRIEVILLE"
"LA1005005","DIVERSION WATER - BAYOU ESTATES","Region 6","Louisiana","Community water system","563","-","Ascension Parish","9","14","17","Ground water","70769","PRAIRIEVILLE"
"LA1063123","DIVERSION WATER - STONEHILL","Region 6","Louisiana","Community water system","60","-","Livingston Parish","6","6","10","Ground water","70769","PRAIRIEVILLE"
"LA1063114","DIVERSION WATER - CHINQUAPIN","Region 6","Louisiana","Community water system","52","-","Livingston Parish","8","6","11","Ground water","70769","PRAIRIEVILLE"
"LA1005206","DIVERSION WATER - RIVER RUN ESTATES","Region 6","Louisiana","Community water system","100","-","Ascension Parish","4","9","15","Ground water","70769","PRAIRIEVILLE"
"LA1063036","DIVERSION WATER - TERRY HARBOR CAMPSITES","Region 6","Louisiana","Community water system","762","-","Livingston Parish","14","10","9","Ground water","70769","PRAIRIEVILLE"
"LA1063118","DIVERSION WATER - CYPRESS POINT","Region 6","Louisiana","Community water system","93","-","Livingston Parish","8","6","8","Ground water","70769","PRAIRIEVILLE"
"LA1063115","DIVERSION WATER - OLD MILL SETTLEMENT","Region 6","Louisiana","Community water system","108","-","Livingston Parish","8","7","9","Ground water","70769","PRAIRIEVILLE"
"LA1063103","DIVERSION WATER - MONTROSE SUBDIVISION","Region 6","Louisiana","Community water system","528","-","Livingston Parish","7","7","7","Ground water","70769","PRAIRIEVILLE"
"LA1005208","DIVERSION WATER - CYPRESS LAKES","Region 6","Louisiana","Community water system","111","-","Ascension Parish","6","5","12","Ground water","70769","PRAIRIEVILLE"
"LA1015004","CITY OF BOSSIER CITY WATER SYSTEM","Region 6","Louisiana","Community water system","68,094","-","Bossier Parish","17","5","32","Surface water","71171","BOSSIER CITY"
"LA1015021","BODCAU WATER WORKS","Region 6","Louisiana","Community water system","159","-","Bossier Parish","11","5","14","Ground water","71037-9573","HAUGHTON"
"LA1069012","CHESTNUT-READHIMER WATER SYSTEM","Region 6","Louisiana","Community water system","795","-","Natchitoches Parish","10","43","13","Ground water","71070","SALINE"
"LA1009015","SOUTHWEST AVOYELLES WATER DISTRICT","Region 6","Louisiana","Community water system","915","-","Avoyelles Parish","14","15","12","Ground water","71322","BUNKIE"
"LA1067016","WARD 3 WATER ASSOCIATION","Region 6","Louisiana","Community water system","1,752","-","Morehouse Parish","9","15","18","Ground water","71282","BASTROP"
"LA1113029","PECAN ISLAND WW DISTRICT NO 3","Region 6","Louisiana","Community water system","1,251","-","Vermilion Parish","8","33","31","Ground water","70548","KAPLAN"
"LA1099025","MY PLACE MOBILE HOME PARK WATER SYSTEM","Region 6","Louisiana","Community water system","141","-","St. Martin Parish","5","20","21","Ground water","70560","NEW IBERIA"
"LA1123001","EPPS WATER SYSTEM","Region 6","Louisiana","Community water system","696","-","West Carroll Parish","13","41","27","Ground water","71237","EPPS"
"LA2073042","GEORGIA PACIFIC CORPORATION","Region 6","Louisiana","Non-Transient non-community system","200","-","Ouachita Parish","8","13","18","Ground water","71294","WEST MONROE"
"LA2105127","L & L FAMILY GROCERY AND DELI, LLC","Region 6","Louisiana","Transient non-community system","25","-","Tangipahoa Parish","4","0","2","Ground water","70422","HUSSER"
"LA2005265","SAFE HARBOR","Region 6","Louisiana","Non-Transient non-community system","50","-","Ascension Parish","4","2","11","Ground water","70774","ST. AMANT"
"LA1119013","HEFLIN WATER SYSTEM","Region 6","Louisiana","Community water system","245","-","Webster Parish","7","9","12","Ground water","71039","HEFLIN"
"LA1017062","FOUR FORKS WATER SYSTEM","Region 6","Louisiana","Community water system","600","-","Caddo Parish","6","14","12","Ground water","71047","KEITHVILLE"
"LA1031012","RAMBIN-WALLACE WATER SYSTEM","Region 6","Louisiana","Community water system","1,200","-","De Soto Parish","16","9","11","Ground water","71063","PELICAN"
"LA1031029","SOUTH DESOTO WATER SYSTEM","Region 6","Louisiana","Community water system","840","-","De Soto Parish","12","85","13","Ground water","71419","CONVERSE"
"LA1041009","WEST WINNSBORO WATER SYSTEM","Region 6","Louisiana","Community water system","2,775","-","Franklin Parish","13","6","26","Ground water","71435","WINSBORO"
"LA2103414","BACKROADS MERCANTILE","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","6","Ground water","70435","COVINGTON"
"LA1111012","POINT WILHITE WS","Region 6","Louisiana","Community water system","1,950","-","Union Parish","17","65","30","Ground water","71234","DOWNSVILLE"
"LA2019162","RIVER CHURCH WATER SYSTEM","Region 6","Louisiana","Transient non-community system","220","-","Calcasieu Parish","4","0","6","Ground water","70607","LAKE CHARLES, LA 70607"
"LA2105125","TOWER TRAX","Region 6","Louisiana","Transient non-community system","100","-","Tangipahoa Parish","4","0","1","Ground water","70436","FLUKER"
"LA1053012","JEFF DAVIS CENTRAL WATERWORKS DISTRICT","Region 6","Louisiana","Community water system","5,088","-","Jefferson Davis Parish","18","1","16","Ground water","70591","WELSH"
"LA1039018","PINE PRAIRIE CORRECTIONAL FACILITY","Region 6","Louisiana","Community water system","900","-","Evangeline Parish","6","16","24","Ground water","70576","PINE PRAIRIE"
"LA1111013","ROCKY BRANCH WATER SYSTEM","Region 6","Louisiana","Community water system","1,410","-","Union Parish","16","40","30","Ground water","71241","FARMERVILLE"
"LA1061004","FELLOWSHIP WATER SYSTEM","Region 6","Louisiana","Community water system","795","-","Lincoln Parish","12","9","30","Ground water","71275","SIMSBORO"
"LA2117191","THE LOUISIANA CASTLE","Region 6","Louisiana","Transient non-community system","25","-","Washington Parish","5","0","4","Ground water","70438","FRANKLINTON"
"LA1119003","CENTRAL WATER SYSTEM","Region 6","Louisiana","Community water system","1,350","-","Webster Parish","9","35","11","Ground water","71039","HEFLIN"
"LA2015021","CASH POINT LANDING","Region 6","Louisiana","Community water system","225","-","Bossier Parish","4","4","9","Ground water","71111","BOSSIER CITY"
"LA1119026","SHONGALOO WATER SYSTEM","Region 6","Louisiana","Community water system","1,485","-","Webster Parish","17","6","13","Ground water","71072-0055","SHONGALOO"
"LA2099036","BUTTE LA ROSE REST AREA WATER SYSTEM","Region 6","Louisiana","Transient non-community system","1,001","-","St. Martin Parish","4","5","15","Ground water","70517","BREAUX BRIDGE"
"LA1105010","FSWC - HAMMOND HEIGHTS","Region 6","Louisiana","Community water system","4,281","-","Tangipahoa Parish","22","5","13","Ground water","70896","BATON ROUGE"
"LA1063089","FSWC- PINE HEAVEN","Region 6","Louisiana","Community water system","123","-","Livingston Parish","5","5","10","Ground water","70896","BATON ROUGE"
"LA1117021","MOUNT HERMAN WATER DISTRICT","Region 6","Louisiana","Community water system","1,107","-","Washington Parish","6","7","10","Ground water","70896","BATON ROUGE"
"LA1105036","FSWC-BANKSTON","Region 6","Louisiana","Community water system","120","-","Tangipahoa Parish","5","0","11","Ground water","70896","BATON ROUGE"
"LA1105078","FSWC- VELMA","Region 6","Louisiana","Community water system","1,302","-","Tangipahoa Parish","8","6","10","Ground water","70896","BATON ROUGE"
"LA1063028","FSWC- WHITEHALL/ HEAD OF ISLAND","Region 6","Louisiana","Community water system","2,676","-","Livingston Parish","23","9","14","Ground water","70896","BATON ROUGE"
"LA1063058","FSWC - OAKRIDGE","Region 6","Louisiana","Community water system","123","-","Livingston Parish","6","1","13","Ground water","70896","BATON ROUGE"
"LA1063019","FSWC - FRENCH  SETTLEMENT","Region 6","Louisiana","Community water system","1,812","-","Livingston Parish","13","1","11","Ground water","70896","BATON ROUGE"
"LA1063024","FSWC- SPRINGFIELD AREA","Region 6","Louisiana","Community water system","1,914","-","Livingston Parish","18","7","11","Ground water","70896","BATON ROUGE"
"LA1091004","GREENSBURG WATER SYSTEM","Region 6","Louisiana","Community water system","1,340","-","St. Helena Parish","8","8","9","Ground water","70441","GREENSBURG"
"LA2103320","A TO Z DAYCARE CENTER","Region 6","Louisiana","Non-Transient non-community system","40","-","St. Tammany Parish","4","0","8","Ground water","70445","LACOMBE"
"LA1085043","EBARB WWKS DIST #1 - NORTH EBARB","Region 6","Louisiana","Community water system","1,722","-","Sabine Parish","23","83","15","Ground water","71486","ZWOLLE"
"LA1085041","EBARB WWKS DIST #1 - MARSH","Region 6","Louisiana","Community water system","81","-","Sabine Parish","8","7","8","Ground water","71486","ZWOLLE"
"LA1085058","EBARB WWKS DIST # 1 - N EBARB/BELMONT","Region 6","Louisiana","Community water system","450","-","Sabine Parish","2","35","6","Ground water purchased","71486","ZWOLLE"
"LA1085059","EBARB WWKS DIST # 1 - AIMWELL AREA","Region 6","Louisiana","Community water system","6,186","-","Sabine Parish","12","35","6","Ground water purchased","71486","ZWOLLE"
"LA1051003","GRETNA WATERWORKS","Region 6","Louisiana","Community water system","17,802","-","Jefferson Parish","13","21","45","Surface water","70054","GRETNA"
"LA2117186","WARNERTON QUICK STOP","Region 6","Louisiana","Transient non-community system","101","-","Washington Parish","4","1","4","Ground water","39667","TYLERTOWN"
"LA2099064","MINNOWS SHELL TRUCK STOP WATER SYSTEM","Region 6","Louisiana","Transient non-community system","200","-","St. Martin Parish","9","4","15","Ground water","70518","BROUSSARD"
"LA1063005","FOURTH WARD WATER WORKS","Region 6","Louisiana","Community water system","3,100","-","Livingston Parish","16","4","11","Ground water","70711","ALBANY"
"LA1105003","EASTERN HEIGHTS WATER WORKS","Region 6","Louisiana","Community water system","1,782","-","Tangipahoa Parish","15","11","10","Ground water","70422","AMITE"
"LA2103473","DUNAWAYS CENTER","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","3","0","4","Ground water","70461","SLIDELL"
"LA2103474","DAIQUIRIS NOW","Region 6","Louisiana","Transient non-community system","25","-","St. Tammany Parish","4","0","4","Ground water","70459","SLIDELL"
"LA1063035","SPRINGFIELD MOBILE HOME PARK","Region 6","Louisiana","Community water system","63","-","Livingston Parish","5","27","2","Ground water","70462","SPRINGFIELD"
"LA2115128","CRAVENS HANDI STOP","Region 6","Louisiana","Transient non-community system","40","-","Vernon Parish","5","5","10","Ground water","70656","PITKIN"
"LA2019018","LAKE CHARLES CARBON CO-REYNOLDS METALS","Region 6","Louisiana","Non-Transient non-community system","50","-","Calcasieu Parish","5","2","13","Ground water","70605","LAKE CHARLES"
"LA1013021","MILLCREEK WATER SYSTEM","Region 6","Louisiana","Community water system","375","-","Bienville Parish","7","23","13","Ground water","71068","MINDEN"
"LA1055013","G & R MOBILE HOME PARK WATER SYSTEM","Region 6","Louisiana","Community water system","171","-","Lafayette Parish","5","11","31","Ground water","70583","SCOTT"
"LA2103343","ARCOSA MARINE PRODUCTS","Region 6","Louisiana","Non-Transient non-community system","343","-","St. Tammany Parish","6","4","8","Ground water","37015","ASHLAND CITY"
"LA2081007","WARE YOUTH CENTER WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","74","-","Red River Parish","6","0","8","Ground water","71019","COUSHATTA"
"LA1079017","RAPIDES PARISH WATERWORKS DISTRICT 3","Region 6","Louisiana","Community water system","19,983","-","Rapides Parish","35","9","40","Surface water","71477","TIOGA"
"LA2119011","NORTH WEBSTER PARISH INDUSTRIAL PARK","Region 6","Louisiana","Non-Transient non-community system","500","-","Webster Parish","11","14","10","Ground water","71075","SPRINGHILL"
"LA1017006","BLANCHARD WATER SYSTEM","Region 6","Louisiana","Community water system","13,650","-","Caddo Parish","18","48","31","Surface water","71009","BLANCHARD"
"LA1021007","HOLUM WATER SYSTEM","Region 6","Louisiana","Community water system","1,230","-","Caldwell Parish","8","35","18","Ground water","71435","GRAYSON"
"LA1079019","LENA WATER SYSTEM  INC","Region 6","Louisiana","Community water system","3,540","-","Rapides Parish","26","7","16","Ground water","71447","LENA"
"LA2103317","ASSUNTAS RESTAURANT","Region 6","Louisiana","Transient non-community system","70","-","St. Tammany Parish","4","0","6","Ground water","70769","PRAIRIEVILLE"
"LA2091033","TALLTIMBERS CASINO","Region 6","Louisiana","Transient non-community system","100","-","St. Helena Parish","4","1","4","Ground water","70062","KENNER"
"LA1059019","PLEASANT RIDGE WATER SYSTEM SOUTH","Region 6","Louisiana","Community water system","90","-","La Salle Parish","2","15","2","Ground water purchased","71465","OLLA"
"LA1059006","PLEASANT RIDGE WATER SYSTEM","Region 6","Louisiana","Community water system","414","-","La Salle Parish","6","24","12","Ground water purchased","71465","OLLA"
"LA2103384","REFUEL ON THE GO WITH JOE","Region 6","Louisiana","Transient non-community system","400","-","St. Tammany Parish","4","0","5","Ground water","70461","SLIDELL"
"LA1039014","EVANGELINE PARISH INDUSTRIAL PARK W S","Region 6","Louisiana","Non-Transient non-community system","648","-","Evangeline Parish","5","12","34","Ground water","70586","VILLE PLATTE"
"LA1005148","PLANTATION MOBILE HOME VILLAGE","Region 6","Louisiana","Community water system","132","-","Ascension Parish","4","23","15","Ground water","70774","ST. AMANT"
"LA1103043","TCHEFUNCTA CLUB ESTATES","Region 6","Louisiana","Community water system","1,245","-","St. Tammany Parish","8","8","10","Ground water","70433","COVINGTON"
"LA1127011","WEST WINN WATER SYSTEM INC","Region 6","Louisiana","Community water system","2,154","-","Winn Parish","29","42","18","Ground water","71483","WINNFIELD"
"LA1077043","POINTE COUPEE WATER WORKS DISTRICT 1","Region 6","Louisiana","Community water system","4,251","-","Pointe Coupee Parish","14","7","16","Ground water","70760","NEW ROADS"
"LA1099002","BAYOU TECHE WATER WORKS","Region 6","Louisiana","Community water system","9,690","-","St. Martin Parish","17","15","84","Ground water","70552","LOREAUVILLE"
"LA2019136","FOUR CORNERS WATER SYSTEM","Region 6","Louisiana","Transient non-community system","150","-","Calcasieu Parish","4","0","8","Ground water","70605","LAKE CHARLES"
"LA1043017","POLLOCK AREA WATER SYSTEM INC","Region 6","Louisiana","Community water system","3,120","-","Grant Parish","22","1","19","Ground water","71467","POLLOCK"
"LA1043015","SOUTHEAST GRANT WATER SYSTEM","Region 6","Louisiana","Community water system","558","-","Grant Parish","8","8","19","Ground water","71467","POLLOCK"
"LA1079004","BUCKEYE WATER DISTRICT 50","Region 6","Louisiana","Community water system","11,700","-","Rapides Parish","26","3","13","Ground water","71328","DEVILLE"
"LA1127007","HWY 84 WEST WATER SUPPLY","Region 6","Louisiana","Community water system","499","-","Winn Parish","7","51","18","Ground water purchased","71483","WINNFIELD"
"LA2117184","LIL LANDERS BAR","Region 6","Louisiana","Transient non-community system","25","-","Washington Parish","4","22","6","Ground water","70438","FRANKLINTON"
"LA1085036","SABINE PARISH WATER DISTRICT 1","Region 6","Louisiana","Community water system","6,141","-","Sabine Parish","40","53","10","Ground water","71449","MANY"
"LA1103014","FOLSOM WATER SUPPLY","Region 6","Louisiana","Community water system","1,845","-","St. Tammany Parish","8","9","12","Ground water","70437","FOLSOM"
"LA2105049","YOGI BEARS JELLYSTONE PK","Region 6","Louisiana","Community water system","635","-","Tangipahoa Parish","10","20","6","Ground water","70455","ROBERT"
"LA1061020","WESLEY CHAPEL WATER SYSTEM","Region 6","Louisiana","Community water system","3,480","-","Lincoln Parish","18","4","24","Ground water","71270","RUSTON"
"LA1107001","LAKE BRUIN WATER DISTRICT #1","Region 6","Louisiana","Community water system","1,188","-","Tensas Parish","10","13","8","Surface water purchased","71340","HARRISONBURG"
"LA1097026","HIDDEN HILLS SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","240","-","St. Landry Parish","11","27","22","Ground water","70512","ARNAUDVILLE"
"LA1123004","GOODWILL WATER SYSTEM","Region 6","Louisiana","Community water system","1,896","-","West Carroll Parish","13","19","31","Ground water","71263","OAK GROVE"
"LA1039004","EVANGELINE WW DISTRICT 1 - PINE PRAIRIE","Region 6","Louisiana","Community water system","2,502","-","Evangeline Parish","10","2","20","Ground water","70576","FINE PRAIRIE"
"LA1071001","NEW ORLEANS ALGIERS WATER WORKS","Region 6","Louisiana","Community water system","52,785","-","Orleans Parish","12","4","33","Surface water","70118","NEW ORLEANS"
"LA1071009","NEW ORLEANS  CARROLLTON WW","Region 6","Louisiana","Community water system","291,044","-","Orleans Parish","45","2","41","Surface water","70118","NEW ORLEANS"
"LA1097013","TOWN OF PORT BARRE WATER SYSTEM","Region 6","Louisiana","Community water system","3,825","-","St. Landry Parish","8","10","22","Ground water","70577","PORT BARRE"
"LA1017015","HILLSIDE MOBILE HOME PARK","Region 6","Louisiana","Community water system","309","-","Caddo Parish","21","14","10","Surface water purchased","71135","SHREVEPORT"
"LA1127012","CITY OF WINNFIELD WATER SYSTEM","Region 6","Louisiana","Community water system","7,059","-","Winn Parish","27","26","29","Ground water","71483","WINNFIELD"
"LA2045071","CVD CERAMICS","Region 6","Louisiana","Non-Transient non-community system","25","-","Iberia Parish","8","4","20","Ground water","70562","NEW IBERIA"
"LA1097001","TOWN OF GRAND COTEAU WATER SYSTEM","Region 6","Louisiana","Community water system","1,287","-","St. Landry Parish","11","29","29","Ground water","70541","GRAND COTEAU"
"LA1011008","BEAUREGARD WATER WORKS DIST #3","Region 6","Louisiana","Community water system","21,600","-","Beauregard Parish","39","13","27","Ground water","70637","DRY CREEK"
"LA1023003","CAMERON PARISH WW DISTRICT 7","Region 6","Louisiana","Community water system","927","-","Cameron Parish","13","22","15","Ground water","70632","CREOLE"
"LA1025006","TOWN OF JONESVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","2,469","-","Catahoula Parish","15","13","18","Ground water","71343","JONEVILLE"
"LA1023002","CAMERON PARISH WW DISTRICT 2","Region 6","Louisiana","Community water system","1,600","-","Cameron Parish","13","23","14","Ground water","70645","HACKBERRY"
"LA1019026","TOWN OF IOWA WATER SYSTEM","Region 6","Louisiana","Community water system","3,300","-","Calcasieu Parish","8","9","13","Ground water","70647","IOWA"
