"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits","Primary Source","Zip Code","City Name"
"LA1111004","DOWNSVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","216","-","Union Parish","11","71","21","Ground water","71234","DOWNSVILLE"
"LA2101023","CYPREMORT POINT STATE PARK","Region 6","Louisiana","Transient non-community system","500","-","St. Mary Parish","6","5","16","Ground water","70538","CYPREMORT POINT"
"LA1041012","TURKEY CREEK WATER SYSTEM","Region 6","Louisiana","Community water system","1,248","-","Franklin Parish","10","3","26","Ground water","71340","HARRISONBURG"
"LA1039003","EAST SIDE WATER SYSTEM","Region 6","Louisiana","Community water system","3,942","-","Evangeline Parish","12","19","31","Ground water","70586","VILLE PLATTE"
"LA1111016","WARDS CHAPEL WATER SYSTEM","Region 6","Louisiana","Community water system","1,350","-","Union Parish","11","65","23","Ground water","71241","FARMERVILLE"
"LA1055074","ROYAL MOBILE ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","180","-","Lafayette Parish","6","15","16","Ground water","70503","LAFAYETTE"
"LA1061027","HILLY-GREENWOOD WATER SYSTEM","Region 6","Louisiana","Community water system","1,380","-","Lincoln Parish","8","4","17","Ground water","71273","RUSTON"
"LA1099009","UNITED WATER SYSTEM","Region 6","Louisiana","Community water system","4,114","-","St. Martin Parish","10","30","62","Ground water","70512","ARNAUDVILLE"
"LA1079016","CITY OF PINEVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","20,315","-","Rapides Parish","46","7","21","Ground water","71360","PINEVILLE"
"LA1019118","CALCASIEU PARISH WW DISTRICT 8","Region 6","Louisiana","Community water system","7,650","-","Calcasieu Parish","12","7","12","Ground water","70615","LAKE CHARLES"
"LA1027001","ATHENS WATER SYSTEM","Region 6","Louisiana","Community water system","486","-","Claiborne Parish","10","15","12","Ground water","71003","ATHENS"
"LA1015029","SOUTH BOSSIER WATER SYSTEM","Region 6","Louisiana","Community water system","1,755","-","Bossier Parish","10","25","18","Ground water","71171","BOSSIER CITY"
"LA1035004","MONTICELLO WATER SYSTEM","Region 6","Louisiana","Community water system","1,104","-","East Carroll Parish","14","22","27","Ground water","71254","LAKE PROVIDENCE"
"LA1111014","SALEM WATER SYSTEM","Region 6","Louisiana","Community water system","753","-","Union Parish","10","90","24","Ground water","71241","FARMERVILLE"
"LA1059005","NEBO WATER SYSTEM  INC","Region 6","Louisiana","Community water system","1,089","-","La Salle Parish","10","13","15","Ground water","71340","HARRISONBURG LA 71340"
"LA2047003","DOW USA, LA DIVISION","Region 6","Louisiana","Non-Transient non-community system","3,960","-","Iberville Parish","5","5","30","Surface water","70765","PLAQUEMINE"
"LA1001006","VILLAGE OF MORSE WATER SYSTEM","Region 6","Louisiana","Community water system","957","-","Acadia Parish","5","15","50","Ground water","70559","MORSE"
"LA1111001","BERNICE WATER SYSTEM","Region 6","Louisiana","Community water system","2,199","-","Union Parish","13","11","22","Ground water","71222","BERNICE"
"LA1101006","PATTERSON WATER SYSTEM","Region 6","Louisiana","Community water system","7,254","-","St. Mary Parish","8","11","36","Surface water","70392","PATTERSON"
"LA1017001","RAW POWER INDUSTRIES MHC","Region 6","Louisiana","Community water system","105","-","Caddo Parish","13","45","18","Ground water","70656","PITKIN"
"LA1043013","CENTRAL GRANT WATER SYSTEM","Region 6","Louisiana","Community water system","2,250","-","Grant Parish","17","25","15","Ground water","71423","DRY PRONG"
"LA1013013","RINGGOLD WATER SYSTEM","Region 6","Louisiana","Community water system","2,283","-","Bienville Parish","15","21","14","Ground water","71068","RINGGOLD"
"LA2117205","ZONA ATV CONCESSION STAND","Region 6","Louisiana","Transient non-community system","200","-","Washington Parish","4","0","1","Ground water","70427","BOGALUSA"
"LA2117206","ZONA ATV RV PARK","Region 6","Louisiana","Transient non-community system","72","-","Washington Parish","4","0","1","Ground water","70427","BOGALUSA"
"LA2013012","FOSTER POULTRY FARMS (ARCADIA FEEDMILL)","Region 6","Louisiana","Non-Transient non-community system","30","-","Bienville Parish","5","16","8","Ground water","71001","ARACDIA"
"LA1017016","HOSSTON MIRA WATER SYSTEM","Region 6","Louisiana","Community water system","660","-","Caddo Parish","18","60","14","Ground water","71043","HOSSTON"
"LA2019144","BIG LAKE FUEL MART","Region 6","Louisiana","Transient non-community system","500","-","Calcasieu Parish","5","12","9","Ground water","70605","LAKE CHARLES"
"LA1041006","WINNSBORO WATER SYSTEM","Region 6","Louisiana","Community water system","5,500","-","Franklin Parish","28","11","29","Ground water","71295","WINNSBORO"
"LA2085079","HARBOR MHP WATER SYSTEM","Region 6","Louisiana","Transient non-community system","88","-","Sabine Parish","4","10","6","Ground water","70525","CHURCH POINT"
"LA1067011","WATERWORKS 1 OF MOREHOUSE, INC","Region 6","Louisiana","Community water system","1,266","-","Morehouse Parish","12","19","29","Ground water","71221","BASTROP"
"LA1115032","VILLAGE OF SIMPSON WATER SYSTEM","Region 6","Louisiana","Community water system","1,023","-","Vernon Parish","7","6","12","Ground water","71474","SIMPSON"
"LA1061013","MINERAL SPRINGS WATER SYSTEM","Region 6","Louisiana","Community water system","900","-","Lincoln Parish","9","2","21","Ground water","71235","DUBACH"
"LA1101002","BERWICK BAYOU VISTA WW COMMISSION","Region 6","Louisiana","Community water system","0","-","St. Mary Parish","8","11","41","Surface water","70342","BERWICK"
"LA2019174","TOOMEY REST AREA WATER SYSTEM","Region 6","Louisiana","Transient non-community system","1,001","-","Calcasieu Parish","6","1","3","Ground water","70615","LAKE CHARLES"
"LA2061010","DUBACH DEER FACTORY WATER SYSTEM","Region 6","Louisiana","Transient non-community system","64","-","Lincoln Parish","5","0","1","Ground water","71270","RUSTON"
"LA2117188","LOULA'S SNOBALLS","Region 6","Louisiana","Transient non-community system","50","-","Washington Parish","4","4","3","Ground water","70433","COVINGTON"
"LA1127001","ATLANTA WATER SUPPLY","Region 6","Louisiana","Community water system","900","-","Winn Parish","6","64","18","Ground water","71483","WINNFIELD"
"LA1037010","VILLAGE OF WILSON WATER SYSTEM","Region 6","Louisiana","Community water system","885","-","East Feliciana Parish","6","12","19","Ground water","70789","WILSON"
"LA2033022","EXXON MOBIL BATON ROUGE PLASTICS","Region 6","Louisiana","Non-Transient non-community system","450","-","East Baton Rouge Parish","3","0","11","Ground water","70821","BATON ROUGE"
"LA2033036","EXXONMOBIL CHEMICAL BATON ROUGE RESINS","Region 6","Louisiana","Non-Transient non-community system","125","-","East Baton Rouge Parish","8","3","9","Ground water","70821","BATON ROUGE"
"LA2019168","PINE RIDGE RV PARK WATER SYSTEM","Region 6","Louisiana","Transient non-community system","450","-","Calcasieu Parish","4","0","3","Ground water","70647","IOWA"
"LA2027003","LAKE CLAIBORNE STATE PARK","Region 6","Louisiana","Transient non-community system","100","-","Claiborne Parish","4","1","6","Ground water","71040","HOMER"
"LA1023001","CAMERON PARISH WATER AND WW DISTRICT 1","Region 6","Louisiana","Community water system","972","-","Cameron Parish","17","20","18","Ground water","70631","CAMERON"
"LA1009014","TOWN OF SIMMESPORT WATER SYSTEM","Region 6","Louisiana","Community water system","3,156","-","Avoyelles Parish","6","9","18","Ground water","71369","SIMMESPORT"
"LA2073044","GRAPHIC PACKAGING INTERNATIONAL INC - B","Region 6","Louisiana","Non-Transient non-community system","850","-","Ouachita Parish","5","3","20","Ground water","71294","WEST MONROE"
"LA2073043","GRAPHIC PACKAGING INTERNATIONAL INC - A","Region 6","Louisiana","Non-Transient non-community system","850","-","Ouachita Parish","7","2","19","Ground water","71294","WEST MONROE"
"LA1001004","TOWN OF IOTA WATER SYSTEM","Region 6","Louisiana","Community water system","1,893","-","Acadia Parish","11","6","28","Ground water","70543","IOTA"
"LA1097004","LAWTELL WATER WORKS DISTRICT NO 1","Region 6","Louisiana","Community water system","3,540","-","St. Landry Parish","7","11","24","Ground water","70550","LAWTELL"
"LA1001001","TOWN OF CHURCH POINT WATER SYSTEM","Region 6","Louisiana","Community water system","4,454","-","Acadia Parish","11","7","25","Ground water","70525","CHURCH POINT"
"LA1111009","JUNCTION CITY WATER SYSTEM","Region 6","Louisiana","Community water system","810","-","Union Parish","6","9","22","Ground water","71749","JUNCTION CITY"
"LA1099024","ELM POINT ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","90","-","St. Martin Parish","5","24","49","Ground water","70592","YOUNGSVILLE"
"LA1099023","RIVER RIDGE ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","75","-","St. Martin Parish","4","70","53","Ground water","70592","YOUNGSVILLE"
"LA1017089","GLEN LEAF MOBILE HOME COMMUNITY","Region 6","Louisiana","Community water system","564","-","Caddo Parish","2","1","3","Surface water purchased","71129","SHREVEPORT"
"LA1085046","PENDLETON WATER ASSOCIATION","Region 6","Louisiana","Community water system","2,328","-","Sabine Parish","6","102","28","Surface water","71449","MANY"
"LA1033132","J E S T C","Region 6","Louisiana","Community water system","300","-","East Baton Rouge Parish","7","36","12","Ground water","70791","ZACHARY"
"LA1009002","AVOYELLES PARISH WATERWORKS DISTRICT 1","Region 6","Louisiana","Community water system","3,900","-","Avoyelles Parish","24","3","17","Ground water","71320","BORDELONVILLE"
"LA1019039","SOUTHTOWNER MOBILE ESTATES WATER SYSTEM","Region 6","Louisiana","Community water system","567","-","Calcasieu Parish","7","10","13","Ground water","70606","LAKE CHARLES"
"LA1103176","MADISONVILLE ON THE LAKE","Region 6","Louisiana","Community water system","36","-","St. Tammany Parish","5","8","10","Ground water","70447","MADISONVILLE"
"LA1019102","COUNTRY LIVING TRAILER PARK WATER SYSTEM","Region 6","Louisiana","Community water system","25","-","Calcasieu Parish","4","6","10","Ground water","70601","LAKE CHARLES"
"LA2117109","PAPA JS HWY MART","Region 6","Louisiana","Transient non-community system","25","-","Washington Parish","4","11","4","Ground water","70438","FRANKLINTON"
"LA1019051","CALCASIEU PARISH WW DISTRICT NO 1","Region 6","Louisiana","Community water system","20,837","-","Calcasieu Parish","17","7","17","Ground water","70612","LAKE CHARLES"
"LA2105103","GLOBAL WILDLIFE CENTER","Region 6","Louisiana","Transient non-community system","50","-","Tangipahoa Parish","5","1","5","Ground water","70437","FOLSOM"
"LA1069009","PROVENCAL WATER SYSTEM","Region 6","Louisiana","Community water system","900","-","Natchitoches Parish","7","34","11","Ground water","71468-0400","PROVENCAL"
"LA1085009","FISHER WATER SYSTEM","Region 6","Louisiana","Community water system","282","-","Sabine Parish","8","11","10","Ground water","71426","FISHER"
"LA1105084","VIOLA MOBILE HOME PARK","Region 6","Louisiana","Community water system","27","-","Tangipahoa Parish","5","4","9","Ground water","70443","INDEPENDENCE"
"LA1027013","WARD NINE WATER SYSTEM","Region 6","Louisiana","Community water system","489","-","Claiborne Parish","6","30","12","Ground water","71749","JUNCTION CITY"
"LA1017026","OIL CITY WATER WORKS","Region 6","Louisiana","Community water system","2,199","-","Caddo Parish","6","117","40","Surface water","71061","OIL CITY"
"LA1027009","CENTRAL CLAIBORNE WATER SYSTEM","Region 6","Louisiana","Community water system","2,859","-","Claiborne Parish","25","11","10","Ground water","71038","HAYNESVILLE"
"LA1097009","MORROW WATER SYSTEM INC","Region 6","Louisiana","Community water system","1,650","-","St. Landry Parish","12","0","25","Ground water","71356","MORROW"
"LA1049008","HODGE WATER SYSTEM","Region 6","Louisiana","Community water system","479","-","Jackson Parish","9","23","17","Ground water","71247","HODGE"
"LA2103050","K C ABBEY YOUTH CAMP W S","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","4","3","4","Ground water","70435","COVINGTON"
"LA1041008","SOUTH BAYOU MACON WS","Region 6","Louisiana","Community water system","1,443","-","Franklin Parish","10","6","24","Ground water purchased","71340","HARRISONBURG"
"LA1103156","LEWISBURG ESTATES","Region 6","Louisiana","Community water system","60","-","St. Tammany Parish","4","10","10","Ground water","70447","MADISONVILLE"
"LA2095008","MARATHON PETROLEUM COMPANY LLC","Region 6","Louisiana","Non-Transient non-community system","817","-","St. John the Baptist Parish","4","13","20","Surface water","70051-9849","GARYVILLE"
"LA1079015","VILLAGE OF MCNARY WATER SYSTEM","Region 6","Louisiana","Community water system","587","-","Rapides Parish","11","18","20","Ground water","71433","GLENMORA"
"LA1011004","GREEN ACRES SUBDIVISION WATER SYSTEM","Region 6","Louisiana","Community water system","1,575","-","Beauregard Parish","5","7","11","Ground water","70634","DERIDDER"
"LA2055086","OMNI GEOPHYSICAL LLC WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","100","-","Lafayette Parish","4","11","17","Ground water","70502","LAFAYETTE"
"LA1079027","TOWN OF WOODWORTH WATER SYSTEM","Region 6","Louisiana","Community water system","4,731","-","Rapides Parish","13","17","26","Ground water","71485","WOODWORTH"
"LA1085016","CITY OF MANY WATER SYSTEM","Region 6","Louisiana","Community water system","4,575","-","Sabine Parish","19","16","34","Surface water","71449-1330","MANY"
"LA1117008","ANGIE WATER SUPPLY","Region 6","Louisiana","Community water system","400","-","Washington Parish","7","2","12","Ground water","70426","ANGIE"
"LA1011009","BEAUREGARD WATER DISTRICT #5","Region 6","Louisiana","Community water system","705","-","Beauregard Parish","11","2","22","Ground water","70653","MERRYVILLE"
"LA2099008","ATCHAFALAYA BASIN LANDING WATER SYSTEM","Region 6","Louisiana","Transient non-community system","50","-","St. Martin Parish","5","2","15","Ground water","70517","BREAUX BRIDGE"
"LA2019173","CAJUN OASIS WATER SYSTEM","Region 6","Louisiana","Transient non-community system","118","-","Calcasieu Parish","4","0","3","Ground water","70668","VINTON"
"LA1125011","TUNICA WATER SYSTEM","Region 6","Louisiana","Community water system","264","-","West Feliciana Parish","6","6","14","Ground water","70775","ST. FRANCISVILLE"
"LA2005271","KNIGHTS OF COLUMBUS 6389","Region 6","Louisiana","Transient non-community system","25","-","Ascension Parish","4","1","7","Ground water","70774","ST. AMANT"
"LA1097031","CANE VIEW MOBILE HOME VILLAGE","Region 6","Louisiana","Community water system","108","-","St. Landry Parish","6","16","22","Ground water","70506","LAFAYETTE"
"LA1055082","BELLE PLACE TRAILER PARK WATER SYSTEM","Region 6","Louisiana","Community water system","330","-","Lafayette Parish","10","8","27","Ground water","70583","SCOTT"
"LA2105051","NORTH OAKS MEDICAL CENTER","Region 6","Louisiana","Non-Transient non-community system","2,000","-","Tangipahoa Parish","7","5","7","Ground water","70404","HAMMOND"
"LA1013003","ARCADIA WATER SYSTEM","Region 6","Louisiana","Community water system","3,508","-","Bienville Parish","16","14","18","Ground water","71001","ARCADIA"
"LA2103409","LAKE CASTLE SCHOOL","Region 6","Louisiana","Non-Transient non-community system","270","-","St. Tammany Parish","4","4","8","Ground water","70447","MADISONVILLE"
"LA2103436","THE RESTAURANT","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","4","9","6","Ground water","70445","LACOMBE"
"LA1085018","PEG LEG COVE WATER SYSTEM","Region 6","Louisiana","Community water system","189","-","Sabine Parish","11","14","8","Surface water purchased","70583","SCOTT"
"LA1103077","PONDEROSA RANCHES SUBDIVISION","Region 6","Louisiana","Community water system","579","-","St. Tammany Parish","10","27","13","Ground water","70466","LORANGER"
"LA1103066","VILLAGE GUTHRIE SUBDIVISION","Region 6","Louisiana","Community water system","405","-","St. Tammany Parish","9","32","10","Ground water","70466","LORANGER"
"LA1103088","CENTRAL PARK SUBDIVISION","Region 6","Louisiana","Community water system","342","-","St. Tammany Parish","9","32","10","Ground water","70466","LORANGER"
"LA1103137","FOREST GLEN SD","Region 6","Louisiana","Community water system","270","-","St. Tammany Parish","7","27","13","Ground water","70466","LORANGER"
"LA1013022","JAMESTOWN FRYEBURG WATER SYSTEM","Region 6","Louisiana","Community water system","495","-","Bienville Parish","10","3","10","Ground water","71024","DUBBERLY"
"LA2103264","LAND-O-PINES CAMPGROUND","Region 6","Louisiana","Transient non-community system","300","-","St. Tammany Parish","4","4","5","Ground water","70433","COVINGTON"
"LA1019024","UTILITY SERVICE OF LAKE CHARLES W S","Region 6","Louisiana","Community water system","306","-","Calcasieu Parish","7","24","11","Ground water","70606","LAKE CHARLES"
"LA2071120","PNO ALABO STREET WHARF","Region 6","Louisiana","Non-Transient non-community system","300","-","Orleans Parish","2","3","2","Surface water purchased","70130","NEW ORLEANS"
"LA2071118","PNO UPTOWN FACILITIES","Region 6","Louisiana","Non-Transient non-community system","179","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA2071121","PNO 3401 JOURDAN ROAD","Region 6","Louisiana","Non-Transient non-community system","175","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA1033003","CITY OF BAKER WATER SYSTEM","Region 6","Louisiana","Community water system","13,855","-","East Baton Rouge Parish","12","13","18","Ground water","70714","BAKER"
"LA1011001","CITY OF DERIDDER WATER SYSTEM","Region 6","Louisiana","Community water system","14,400","-","Beauregard Parish","18","6","15","Ground water","70634","DERIDDER"
"LA2103231","BRIGGS OF HWY 190","Region 6","Louisiana","Transient non-community system","500","-","St. Tammany Parish","4","2","6","Ground water","70471","MANDEVILLE"
"LA1023012","CAMERON PARISH WW DISTRICT 9","Region 6","Louisiana","Community water system","1,376","-","Cameron Parish","16","48","18","Ground water","70634","GRAND CHENIER"
"LA2105107","EPISCOPAL CONFERENCE CTR A SPECIAL PLCE","Region 6","Louisiana","Transient non-community system","50","-","Tangipahoa Parish","8","4","5","Ground water","70446","HAMMOND"
"LA1119006","DIXIE INN WATER SYSTEM","Region 6","Louisiana","Community water system","404","-","Webster Parish","7","3","10","Ground water","71055","MINDEN"
"LA2117198","BOGUE CHITTO STATE PARK- UPLAND CAMPGROU","Region 6","Louisiana","Transient non-community system","150","-","Washington Parish","4","4","2","Ground water","70438","FRANKLINTON"
"LA2117199","BOGUE CHITTO STATE PARK- BOTTOMLAND","Region 6","Louisiana","Transient non-community system","500","-","Washington Parish","4","5","2","Ground water","70438","FRANKLINTON"
"LA2117200","BOGUE CHITTO STATE PARK- CABINS","Region 6","Louisiana","Transient non-community system","50","-","Washington Parish","4","3","2","Ground water","70438","FRANKLINTON"
"LA1127005","VILLAGE OF DODSON WATER SYSTEM","Region 6","Louisiana","Community water system","239","-","Winn Parish","8","10","13","Ground water","71422","DODSON"
"LA2103298","RIVERSIDE TRAVEL CENTER","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","4","2","4","Ground water","70452","PEARL RIVER"
"LA1081010","HICKORY GROVE WATER  SYSTEM","Region 6","Louisiana","Community water system","570","-","Red River Parish","9","17","12","Surface water purchased","71019","COUSHATTA"
"LA1101003","FRANKLIN WATER SUPPLY","Region 6","Louisiana","Community water system","8,500","-","St. Mary Parish","10","64","44","Surface water","70538","FRANKLIN"
"LA1005118","FAMILY COURT MOBILE HOME PARK","Region 6","Louisiana","Community water system","80","-","Ascension Parish","5","18","16","Ground water","70769","PRAIRIEVILLE"
"LA1011007","TOWN OF MERRYVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","1,251","-","Beauregard Parish","9","16","12","Ground water","70653","MERRYVILLE"
"LA1115022","NEW LLANO WATER DEPARTMENT","Region 6","Louisiana","Community water system","3,840","-","Vernon Parish","16","12","12","Ground water","71461","NEW LLANO"
"LA2019165","LAKE CHARLES HARBOR TERMINAL DISTRICT WS","Region 6","Louisiana","Non-Transient non-community system","300","-","Calcasieu Parish","8","0","9","Ground water","70602","LAKE CHARLES"
"LA2019087","LAKE CHARLES HARBOR & TERMINAL COKE PLNT","Region 6","Louisiana","Non-Transient non-community system","100","-","Calcasieu Parish","5","10","7","Ground water","70602","LAKE CHARLES"
"LA1069008","POWHATAN WATER SYSTEM","Region 6","Louisiana","Community water system","499","-","Natchitoches Parish","11","50","21","Ground water","71066","POWHATAN"
"LA1009004","TOWN OF BUNKIE WATER SYSTEM","Region 6","Louisiana","Community water system","4,393","-","Avoyelles Parish","11","3","14","Ground water","71322","BUNKIE"
"LA1069003","CRESTON WATER SYSTEM","Region 6","Louisiana","Community water system","870","-","Natchitoches Parish","14","9","13","Ground water","71411","CAMPTI"
"LA1069002","CLARENCE WATER SYSTEM","Region 6","Louisiana","Community water system","672","-","Natchitoches Parish","15","35","12","Surface water purchased","71414","CLARENCE"
"LA1097002","GRAND PRAIRIE WATER SYSTEM","Region 6","Louisiana","Community water system","1,590","-","St. Landry Parish","7","55","22","Ground water","70589","WASHINGTON"
"LA1073031","MONROE WATER SYSTEM","Region 6","Louisiana","Community water system","52,572","-","Ouachita Parish","17","17","57","Surface water","71210","MONROE"
"LA1101009","ST MARY PARISH WATER SEWERAGE COMM 1","Region 6","Louisiana","Community water system","2,823","-","St. Mary Parish","11","10","29","Surface water","70340","AMELIA"
"LA2105032","CRANKY CURVE  LLC","Region 6","Louisiana","Transient non-community system","100","-","Tangipahoa Parish","4","4","6","Ground water","39648","MCCOMB"
"LA2103377","LIZ & JAX","Region 6","Louisiana","Transient non-community system","50","-","St. Tammany Parish","4","1","5","Ground water","70460","SLIDELL"
"LA2103340","DIRTY LAUNDRY LINEN SERVICE","Region 6","Louisiana","Transient non-community system","134","-","St. Tammany Parish","4","0","6","Ground water","70062","KENNER"
"LA1119015","HORSE SHOE ROAD WATER SYSTEM","Region 6","Louisiana","Community water system","270","-","Webster Parish","6","52","13","Ground water","71023","DOYLINE"
"LA1113009","CITY OF KAPLAN WATER SYSTEM","Region 6","Louisiana","Community water system","5,074","-","Vermilion Parish","9","12","31","Ground water","70548","KAPLAN"
"LA2103412","NORTHSHORE 1 COMMERCIAL CONDO ASSOC","Region 6","Louisiana","Non-Transient non-community system","100","-","St. Tammany Parish","4","10","6","Ground water","70471","MANDEVILLE"
"LA1115121","WEST VERNON PARISH WATERWORKS DISTRICT","Region 6","Louisiana","Community water system","4,074","-","Vernon Parish","16","5","17","Ground water","71403","ANACOCO"
"LA2019170","LACC WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","25","-","Calcasieu Parish","7","0","8","Ground water","70669","WESTLAKE"
"LA2019017","PHILLIPS 66 LAKE CHARLES REFINERY","Region 6","Louisiana","Non-Transient non-community system","934","-","Calcasieu Parish","10","3","9","Ground water","70669","WESTLAKE"
"LA1061015","MT ZION WATER SYSTEM","Region 6","Louisiana","Community water system","1,500","-","Lincoln Parish","10","7","26","Ground water","71275","SIMSBORO"
"LA1113031","SOUTHEAST WATERWORKS DISTRICT 2","Region 6","Louisiana","Community water system","6,756","-","Vermilion Parish","13","0","20","Ground water","70510","ABBEVILLE"
"LA1103160","HILLCREST / SNEAD APARTMENTS","Region 6","Louisiana","Community water system","60","-","St. Tammany Parish","5","5","10","Ground water","70448","MANDEVILLE"
"LA1103150","CHAPMAN APARTMENTS","Region 6","Louisiana","Community water system","80","-","St. Tammany Parish","5","6","10","Ground water","70448","MANDEVILLE"
"LA1019053","CALCASIEU PARISH WW DISTRICT NO 4","Region 6","Louisiana","Community water system","5,379","-","Calcasieu Parish","10","6","15","Ground water","70669","WESTLAKE"
"LA1125010","WEST FELICIANA CONSOL WWKS DISTRICT 13","Region 6","Louisiana","Community water system","10,956","-","West Feliciana Parish","18","9","14","Ground water","70775","ST. FRANCISVILLE"
"LA2119001","BISTINEAU STATE PARK #1","Region 6","Louisiana","Transient non-community system","500","-","Webster Parish","8","5","5","Ground water","71023","DOYLINE"
"LA1111005","FARMERVILLE WATER SYSTEM","Region 6","Louisiana","Community water system","4,977","-","Union Parish","27","33","31","Ground water","71241","FARMERVILLE"
"LA1063030","KILLIAN WATER SYSTEM","Region 6","Louisiana","Community water system","1,350","-","Livingston Parish","9","10","12","Ground water","70462","SPRINGFIELD"
"LA2095043","BEC'S AT THE LAKE RESTAURANT AND CATERIN","Region 6","Louisiana","Transient non-community system","150","-","St. John the Baptist Parish","4","3","13","Ground water","70068","LAPLACE"
"LA2045053","MORTON SALT INC WATER SYSTEM","Region 6","Louisiana","Non-Transient non-community system","250","-","Iberia Parish","10","9","18","Ground water","70562","NEW IBERIA"
"LA2103529","ST. TAMMANY PARISH 911 COMMUNICAT CENTER","Region 6","Louisiana","Non-Transient non-community system","56","-","St. Tammany Parish","4","0","1","Ground water","70445","LACOMBE"
"LA1067004","BONITA WATER SYSTEM","Region 6","Louisiana","Community water system","576","-","Morehouse Parish","11","19","23","Ground water","71223","BONITA"
"LA2071122","PNO HARMONY ST. WHARF","Region 6","Louisiana","Non-Transient non-community system","26","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA2071119","PNO LOUISIANA NEXT COTTON WAREHOUSE","Region 6","Louisiana","Non-Transient non-community system","46","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA2071117","PNO CRUISE TERMINALS","Region 6","Louisiana","Non-Transient non-community system","200","-","Orleans Parish","2","2","2","Surface water purchased","70130","NEW ORLEANS"
"LA1043003","VILLAGE OF DRY PRONG WATER SYSTEM","Region 6","Louisiana","Community water system","905","-","Grant Parish","16","3","15","Ground water","71423","DRY PRONG"
"LA1103038","SUN WATER SUPPLY","Region 6","Louisiana","Community water system","726","-","St. Tammany Parish","9","26","9","Ground water","70463","SUN"
"LA1073047","SOUTHWEST OUACHITA WATERWORKS, INC","Region 6","Louisiana","Community water system","10,092","-","Ouachita Parish","33","48","40","Ground water","71292","WEST MONROE"
"LA1037009","VILLA FELICIANA MEDICAL COMPLEX","Region 6","Louisiana","Community water system","726","-","East Feliciana Parish","7","18","16","Ground water","70748","JACKSON"
"LA1043018","RED HILL WATERWORKS INC","Region 6","Louisiana","Community water system","1,872","-","Grant Parish","21","47","19","Ground water","71432","GEORGETOWN"
"LA2103507","PAVESTONE","Region 6","Louisiana","Non-Transient non-community system","40","-","St. Tammany Parish","4","1","3","Ground water","70445","LACOMBE"
"LA1065005","BAYOU MACON WATER SYSTEM","Region 6","Louisiana","Community water system","1,041","-","Madison Parish","4","41","12","Ground water purchased","71232","DELHI"
"LA1079028","VETERANS ADMINISTRATION","Region 6","Louisiana","Community water system","1,330","-","Rapides Parish","9","28","14","Surface water purchased","71306","ALEXANDRIA"
"LA1119018","STATE OF LA MILITARY DEPT - CAMP MINDEN","Region 6","Louisiana","Community water system","1,001","-","Webster Parish","23","3","10","Ground water","71055","MINDEN"
"LA2017027","CRAWDADDYS TRUCK STOP WATER SYSTEM","Region 6","Louisiana","Transient non-community system","999","-","Caddo Parish","4","7","7","Ground water","71047","KEITHVILLE"
"LA1029009","TOWN OF RIDGECREST WATER SUPPLY","Region 6","Louisiana","Community water system","855","-","Concordia Parish","20","44","22","Ground water","71334","RIDGECREST"
"LA1085053","BELMONT WATERWORKS INC","Region 6","Louisiana","Community water system","2,805","-","Sabine Parish","7","98","11","Ground water","71406","BELMONT"
"LA2005026","RYANS FAMILY GROCERY","Region 6","Louisiana","Transient non-community system","185","-","Ascension Parish","4","9","12","Ground water","70778","SORRENTO"
"LA1019109","PHOENIX MHP WATER SYSTEM","Region 6","Louisiana","Community water system","159","-","Calcasieu Parish","5","11","18","Ground water","70663","SULPHUR"
"LA1049011","MCDONALD WATER SYSTEM","Region 6","Louisiana","Community water system","675","-","Jackson Parish","7","5","19","Ground water","71251","JONESBORO"
"LA2103500","TRADING POST 1 INC.","Region 6","Louisiana","Transient non-community system","100","-","St. Tammany Parish","4","0","4","Ground water","70461","SLIDELL"
"LA1049022","EROS COMMUNITY WATER SYSTEM","Region 6","Louisiana","Community water system","729","-","Jackson Parish","9","34","20","Ground water","71292","WEST MONROE"
"LA1021005","GRAYSON WATER SYSTEM","Region 6","Louisiana","Community water system","1,461","-","Caldwell Parish","13","12","20","Ground water","71435","GRAYSON"
"LA1017037","VIVIAN WATER SYSTEM","Region 6","Louisiana","Community water system","3,900","-","Caddo Parish","11","16","43","Surface water","71082","VIVIAN"
